id,name,canonical_name,source_datasets,type
500,miR-369-3p,mir-369-3p,dataset1,ncrna
501,miR-370,mir-370,dataset1,ncrna
502,miR-370-3p,mir-370-3p,dataset1,ncrna
503,miR-371a,mir-371a,dataset1,ncrna
504,miR-371b,mir-371b,dataset1,ncrna
505,miR-372,mir-372,dataset1,ncrna
506,miR-373,mir-373,dataset1,ncrna
507,miR-374a,mir-374a,dataset1,ncrna
508,miR-374b,mir-374b,dataset1,ncrna
509,miR-375,mir-375,dataset1,ncrna
510,miR-376c,mir-376c,dataset1,ncrna
511,miR-377,mir-377,dataset1,ncrna
512,miR-378a,mir-378a,dataset1,ncrna
513,miR-378a-3p,mir-378a-3p,dataset1,ncrna
514,miR-378c,mir-378c,dataset1,ncrna
515,miR-379,mir-379,dataset1,ncrna
516,miR-380,mir-380,dataset1,ncrna
517,miR-381,mir-381,dataset1,ncrna
518,miR-381-3p,mir-381-3p,dataset1,ncrna
519,miR-382,mir-382,dataset1,ncrna
520,miR-383,mir-383,dataset1,ncrna
521,miR-383-5p,mir-383-5p,dataset1,ncrna
522,miR-3960,mir-3960,dataset1,ncrna
523,miR-409-3p,mir-409-3p,dataset1,ncrna
524,miR-410,mir-410,dataset1,ncrna
525,miR-410-3p,mir-410-3p,dataset1,ncrna
526,miR-411,mir-411,dataset1,ncrna
527,miR-421,mir-421,dataset1,ncrna
528,miR-422a,mir-422a,dataset1,ncrna
529,miR-423-5p,mir-423-5p,dataset1,ncrna
530,miR-424,mir-424,dataset1,ncrna
531,miR-424-3p,mir-424-3p,dataset1,ncrna
532,miR-425-3p,mir-425-3p,dataset1,ncrna
533,miR-425-5p,mir-425-5p,dataset1,ncrna
534,miR-429,mir-429,dataset1,ncrna
535,miR-431,mir-431,dataset1,ncrna
536,miR-433-3p,mir-433-3p,dataset1,ncrna
537,miR-4430,mir-4430,dataset1,ncrna
538,miR-4447,mir-4447,dataset1,ncrna
539,miR-4455,mir-4455,dataset1,ncrna
540,miR-4483,mir-4483,dataset1,ncrna
541,miR-449a,mir-449a,dataset1,ncrna
542,miR-450b,mir-450b,dataset1,ncrna
543,miR-450b-5p,mir-450b-5p,dataset1,ncrna
544,miR-4516,mir-4516,dataset1,ncrna
545,miR-451a,mir-451a,dataset1,ncrna
546,miR-452,mir-452,dataset1,ncrna
547,miR-4521,mir-4521,dataset1,ncrna
548,miR-454-3p,mir-454-3p,dataset1,ncrna
549,miR-455-3p,mir-455-3p,dataset1,ncrna
550,miR-455-5p,mir-455-5p,dataset1,ncrna
551,miR-4644,mir-4644,dataset1,ncrna
552,miR-4701-5p,mir-4701-5p,dataset1,ncrna
553,miR-4728-3p,mir-4728-3p,dataset1,ncrna
554,miR-4739,mir-4739,dataset1,ncrna
555,miR-4763-3p,mir-4763-3p,dataset1,ncrna
556,miR-4791,mir-4791,dataset1,ncrna
557,miR-4800,mir-4800,dataset1,ncrna
558,miR-483,mir-483,dataset1,ncrna
559,miR-483-3p,mir-483-3p,dataset1,ncrna
560,miR-484,mir-484,dataset1,ncrna
561,miR-485-3p,mir-485-3p,dataset1,ncrna
562,miR-485-5p,mir-485-5p,dataset1,ncrna
563,miR-486-3p,mir-486-3p,dataset1,ncrna
564,miR-487a,mir-487a,dataset1,ncrna
565,miR-487b,mir-487b,dataset1,ncrna
566,miR-487b-5p,mir-487b-5p,dataset1,ncrna
567,miR-488-3p,mir-488-3p,dataset1,ncrna
568,miR-489,mir-489,dataset1,ncrna
569,miR-490-3p,mir-490-3p,dataset1,ncrna
570,miR-491,mir-491,dataset1,ncrna
571,miR-491-5p,mir-491-5p,dataset1,ncrna
572,miR-493,mir-493,dataset1,ncrna
573,miR-494,mir-494,dataset1,ncrna
574,miR-494-3p,mir-494-3p,dataset1,ncrna
575,miR-495,mir-495,dataset1,ncrna
576,miR-497,mir-497,dataset1,ncrna
577,miR-497-3p,mir-497-3p,dataset1,ncrna
578,miR-501,mir-501,dataset1,ncrna
579,miR-501-3p,mir-501-3p,dataset1,ncrna
580,miR-501-5p,mir-501-5p,dataset1,ncrna
581,miR-502,mir-502,dataset1,ncrna
582,miR-503,mir-503,dataset1,ncrna
583,miR-505,mir-505,dataset1,ncrna
584,miR-506,mir-506,dataset1,ncrna
585,miR-506-3p,mir-506-3p,dataset1,ncrna
586,miR-508-5p,mir-508-5p,dataset1,ncrna
587,miR-509-3p,mir-509-3p,dataset1,ncrna
588,miR-509-5p,mir-509-5p,dataset1,ncrna
589,miR-5096,mir-5096,dataset1,ncrna
590,miR-5100,mir-5100,dataset1,ncrna
591,miR-513a-3p,mir-513a-3p,dataset1,ncrna
592,miR-513a-5p,mir-513a-5p,dataset1,ncrna
593,miR-513c,mir-513c,dataset1,ncrna
594,miR-515-5p,mir-515-5p,dataset1,ncrna
595,miR-518c,mir-518c,dataset1,ncrna
596,miR-518d-3p,mir-518d-3p,dataset1,ncrna
597,miR-518f,mir-518f,dataset1,ncrna
598,miR-519b-3p,mir-519b-3p,dataset1,ncrna
599,miR-519d,mir-519d,dataset1,ncrna
600,miR-520a,mir-520a,dataset1,ncrna
601,miR-520a-5p,mir-520a-5p,dataset1,ncrna
602,miR-520c-3p,mir-520c-3p,dataset1,ncrna
603,miR-520c-5p,mir-520c-5p,dataset1,ncrna
604,miR-520d-3p,mir-520d-3p,dataset1,ncrna
605,miR-520f,mir-520f,dataset1,ncrna
606,miR-520g,mir-520g,dataset1,ncrna
607,miR-520h,mir-520h,dataset1,ncrna
608,miR-522,mir-522,dataset1,ncrna
609,miR-522-3p,mir-522-3p,dataset1,ncrna
610,miR-523,mir-523,dataset1,ncrna
611,miR-524-5p,mir-524-5p,dataset1,ncrna
612,miR-532,mir-532,dataset1,ncrna
613,miR-532-5p,mir-532-5p,dataset1,ncrna
614,miR-539,mir-539,dataset1,ncrna
615,miR-542,mir-542,dataset1,ncrna
616,miR-542-3p,mir-542-3p,dataset1,ncrna
617,miR-543,mir-543,dataset1,ncrna
618,miR-548b,mir-548b,dataset1,ncrna
619,miR-548d-5p,mir-548d-5p,dataset1,ncrna
620,miR-550a-3p,mir-550a-3p,dataset1,ncrna
621,miR-550a-5p,mir-550a-5p,dataset1,ncrna
622,miR-551b,mir-551b,dataset1,ncrna
623,miR-556-5p,mir-556-5p,dataset1,ncrna
624,miR-563,mir-563,dataset1,ncrna
625,miR-574,mir-574,dataset1,ncrna
626,miR-574-3p,mir-574-3p,dataset1,ncrna
627,miR-576,mir-576,dataset1,ncrna
628,miR-576-3p,mir-576-3p,dataset1,ncrna
629,miR-577,mir-577,dataset1,ncrna
630,miR-582-3p,mir-582-3p,dataset1,ncrna
631,miR-582-5p,mir-582-5p,dataset1,ncrna
632,miR-586,mir-586,dataset1,ncrna
633,miR-587,mir-587,dataset1,ncrna
634,miR-589,mir-589,dataset1,ncrna
635,miR-589-5p,mir-589-5p,dataset1,ncrna
636,miR-590-5p,mir-590-5p,dataset1,ncrna
637,miR-591,mir-591,dataset1,ncrna
638,miR-595,mir-595,dataset1,ncrna
639,miR-606,mir-606,dataset1,ncrna
640,miR-613,mir-613,dataset1,ncrna
641,miR-6134,mir-6134,dataset1,ncrna
642,miR-615,mir-615,dataset1,ncrna
643,miR-615-5p,mir-615-5p,dataset1,ncrna
644,miR-620,mir-620,dataset1,ncrna
645,miR-621,mir-621,dataset1,ncrna
646,miR-622,mir-622,dataset1,ncrna
647,miR-623,mir-623,dataset1,ncrna
648,miR-625,mir-625,dataset1,ncrna
649,miR-625-3p,mir-625-3p,dataset1,ncrna
650,miR-628-5p,mir-628-5p,dataset1,ncrna
651,miR-629-5p,mir-629-5p,dataset1,ncrna
652,miR-630,mir-630,dataset1,ncrna
653,miR-631,mir-631,dataset1,ncrna
654,miR-633,mir-633,dataset1,ncrna
655,miR-634,mir-634,dataset1,ncrna
656,miR-635,mir-635,dataset1,ncrna
657,miR-637,mir-637,dataset1,ncrna
658,miR-638,mir-638,dataset1,ncrna
659,miR-639,mir-639,dataset1,ncrna
660,miR-640,mir-640,dataset1,ncrna
661,miR-642a,mir-642a,dataset1,ncrna
662,miR-643,mir-643,dataset1,ncrna
663,miR-644a,mir-644a,dataset1,ncrna
664,miR-645,mir-645,dataset1,ncrna
665,miR-647,mir-647,dataset1,ncrna
666,miR-650,mir-650,dataset1,ncrna
667,miR-654-5p,mir-654-5p,dataset1,ncrna
668,miR-660-5p,mir-660-5p,dataset1,ncrna
669,miR-663a,mir-663a,dataset1,ncrna
670,miR-663b,mir-663b,dataset1,ncrna
671,miR-675-3p,mir-675-3p,dataset1,ncrna
672,miR-675-5p,mir-675-5p,dataset1,ncrna
673,miR-6825-5p,mir-6825-5p,dataset1,ncrna
674,miR-6845-5p,mir-6845-5p,dataset1,ncrna
675,miR-6886-3p,mir-6886-3p,dataset1,ncrna
676,miR-7-5p,mir-7-5p,dataset1,ncrna
677,miR-708,mir-708,dataset1,ncrna
678,miR-708-3p,mir-708-3p,dataset1,ncrna
679,miR-744-5p,mir-744-5p,dataset1,ncrna
680,miR-758,mir-758,dataset1,ncrna
681,miR-760,mir-760,dataset1,ncrna
682,miR-761,mir-761,dataset1,ncrna
683,miR-765,mir-765,dataset1,ncrna
684,miR-766,mir-766,dataset1,ncrna
685,miR-769-3p,mir-769-3p,dataset1,ncrna
686,miR-769-5p,mir-769-5p,dataset1,ncrna
687,miR-770,mir-770,dataset1,ncrna
688,miR-770-5p,mir-770-5p,dataset1,ncrna
689,miR-802,mir-802,dataset1,ncrna
690,miR-873,mir-873,dataset1,ncrna
691,miR-874,mir-874,dataset1,ncrna
692,miR-874-3p,mir-874-3p,dataset1,ncrna
693,miR-876-3p,mir-876-3p,dataset1,ncrna
694,miR-877,mir-877,dataset1,ncrna
695,miR-885-3p,mir-885-3p,dataset1,ncrna
696,miR-885-5p,mir-885-5p,dataset1,ncrna
697,miR-891b,mir-891b,dataset1,ncrna
698,miR-892b,mir-892b,dataset1,ncrna
699,miR-920,mir-920,dataset1,ncrna
700,miR-922,mir-922,dataset1,ncrna
701,miR-924,mir-924,dataset1,ncrna
702,miR-92a-3p,mir-92a-3p,dataset1,ncrna
703,miR-92b,mir-92b,dataset1,ncrna
704,miR-92b-3p,mir-92b-3p,dataset1,ncrna
705,miR-92b-5p,mir-92b-5p,dataset1,ncrna
706,miR-93,mir-93,dataset1,ncrna
707,miR-93-3p,mir-93-3p,dataset1,ncrna
708,miR-933,mir-933,dataset1,ncrna
709,miR-934,mir-934,dataset1,ncrna
710,miR-935,mir-935,dataset1,ncrna
711,miR-939,mir-939,dataset1,ncrna
712,miR-942,mir-942,dataset1,ncrna
713,miR-96,mir-96,dataset1,ncrna
714,miR-96-5p,mir-96-5p,dataset1,ncrna
715,miR-98,mir-98,dataset1,ncrna
716,miR-98-5p,mir-98-5p,dataset1,ncrna
717,miR-99a,mir-99a,dataset1,ncrna
718,miR-99a-5p,mir-99a-5p,dataset1,ncrna
719,miR-99b,mir-99b,dataset1,ncrna
720,miR-99b-5p,mir-99b-5p,dataset1,ncrna
721,hsa-let-7e,hsa-let-7e,dataset2,ncrna
722,hsa-let-7g,hsa-let-7g,dataset2,ncrna
723,hsa-let-7i,hsa-let-7i,dataset2,ncrna
724,hsa-miR-100-3p,hsa-mir-100-3p,dataset2,ncrna
725,hsa-miR-100-5p,hsa-mir-100-5p,dataset2,ncrna
726,hsa-miR-101-3p,hsa-mir-101-3p,dataset2,ncrna
727,hsa-miR-101-5p,hsa-mir-101-5p,dataset2,ncrna
728,hsa-miR-103b,hsa-mir-103b,dataset2,ncrna
729,hsa-mir-105-1,hsa-mir-105-1,dataset2,ncrna
730,hsa-miR-105-3p,hsa-mir-105-3p,dataset2,ncrna
731,hsa-miR-105-5p,hsa-mir-105-5p,dataset2,ncrna
732,hsa-miR-106a-3p,hsa-mir-106a-3p,dataset2,ncrna
733,hsa-miR-106a-5p,hsa-mir-106a-5p,dataset2,ncrna
734,hsa-mir-106b,hsa-mir-106b,dataset2,ncrna
735,hsa-miR-106b-3p,hsa-mir-106b-3p,dataset2,ncrna
736,hsa-miR-106b-5p,hsa-mir-106b-5p,dataset2,ncrna
737,hsa-mir-107,hsa-mir-107,dataset2,ncrna
738,hsa-mir-10a,hsa-mir-10a,dataset2,ncrna
739,hsa-miR-10a-3p,hsa-mir-10a-3p,dataset2,ncrna
740,hsa-miR-10a-5p,hsa-mir-10a-5p,dataset2,ncrna
741,hsa-mir-10b,hsa-mir-10b,dataset2,ncrna
742,hsa-miR-10b-3p,hsa-mir-10b-3p,dataset2,ncrna
743,hsa-miR-10b-5p,hsa-mir-10b-5p,dataset2,ncrna
744,hsa-miR-1178-3p,hsa-mir-1178-3p,dataset2,ncrna
745,hsa-miR-1179,hsa-mir-1179,dataset2,ncrna
746,hsa-mir-1180,hsa-mir-1180,dataset2,ncrna
747,hsa-miR-1180-3p,hsa-mir-1180-3p,dataset2,ncrna
748,hsa-miR-1181,hsa-mir-1181,dataset2,ncrna
749,hsa-mir-1182,hsa-mir-1182,dataset2,ncrna
750,hsa-mir-1183,hsa-mir-1183,dataset2,ncrna
751,hsa-mir-1185-1,hsa-mir-1185-1,dataset2,ncrna
752,hsa-miR-1197,hsa-mir-1197,dataset2,ncrna
753,hsa-miR-1200,hsa-mir-1200,dataset2,ncrna
754,hsa-miR-1202,hsa-mir-1202,dataset2,ncrna
755,hsa-miR-1203,hsa-mir-1203,dataset2,ncrna
756,hsa-miR-1204,hsa-mir-1204,dataset2,ncrna
757,hsa-miR-1205,hsa-mir-1205,dataset2,ncrna
758,hsa-miR-1206,hsa-mir-1206,dataset2,ncrna
759,hsa-mir-1207,hsa-mir-1207,dataset2,ncrna
760,hsa-miR-1207-3p,hsa-mir-1207-3p,dataset2,ncrna
761,hsa-miR-1207-5p,hsa-mir-1207-5p,dataset2,ncrna
762,hsa-miR-1208,hsa-mir-1208,dataset2,ncrna
763,hsa-miR-122-3p,hsa-mir-122-3p,dataset2,ncrna
764,hsa-miR-122-5p,hsa-mir-122-5p,dataset2,ncrna
765,hsa-mir-1224,hsa-mir-1224,dataset2,ncrna
766,hsa-miR-1224-3p,hsa-mir-1224-3p,dataset2,ncrna
767,hsa-miR-1224-5p,hsa-mir-1224-5p,dataset2,ncrna
768,hsa-mir-1225,hsa-mir-1225,dataset2,ncrna
769,hsa-miR-1225-3p,hsa-mir-1225-3p,dataset2,ncrna
770,hsa-miR-1225-5p,hsa-mir-1225-5p,dataset2,ncrna
771,hsa-mir-1226,hsa-mir-1226,dataset2,ncrna
772,hsa-miR-1226-3p,hsa-mir-1226-3p,dataset2,ncrna
773,hsa-miR-1226-5p,hsa-mir-1226-5p,dataset2,ncrna
774,hsa-miR-1227-5p,hsa-mir-1227-5p,dataset2,ncrna
775,hsa-mir-1228,hsa-mir-1228,dataset2,ncrna
776,hsa-miR-1228-3p,hsa-mir-1228-3p,dataset2,ncrna
777,hsa-miR-1228-5p,hsa-mir-1228-5p,dataset2,ncrna
778,hsa-miR-1229-3p,hsa-mir-1229-3p,dataset2,ncrna
779,hsa-miR-1229-5p,hsa-mir-1229-5p,dataset2,ncrna
780,hsa-miR-122b-5p,hsa-mir-122b-5p,dataset2,ncrna
781,hsa-mir-1231,hsa-mir-1231,dataset2,ncrna
782,hsa-miR-1233-3p,hsa-mir-1233-3p,dataset2,ncrna
783,hsa-miR-1233-5p,hsa-mir-1233-5p,dataset2,ncrna
784,hsa-mir-1234,hsa-mir-1234,dataset2,ncrna
785,hsa-miR-1234-3p,hsa-mir-1234-3p,dataset2,ncrna
786,hsa-miR-1236-3p,hsa-mir-1236-3p,dataset2,ncrna
787,hsa-miR-1236-5p,hsa-mir-1236-5p,dataset2,ncrna
788,hsa-miR-1237-3p,hsa-mir-1237-3p,dataset2,ncrna
789,hsa-miR-1237-5p,hsa-mir-1237-5p,dataset2,ncrna
790,hsa-miR-1238-3p,hsa-mir-1238-3p,dataset2,ncrna
791,hsa-mir-124-3,hsa-mir-124-3,dataset2,ncrna
792,hsa-miR-124-3p,hsa-mir-124-3p,dataset2,ncrna
793,hsa-miR-124-5p,hsa-mir-124-5p,dataset2,ncrna
794,hsa-miR-1243,hsa-mir-1243,dataset2,ncrna
795,hsa-miR-1244,hsa-mir-1244,dataset2,ncrna
796,hsa-miR-1245a,hsa-mir-1245a,dataset2,ncrna
797,hsa-miR-1245b-3p,hsa-mir-1245b-3p,dataset2,ncrna
798,hsa-miR-1245b-5p,hsa-mir-1245b-5p,dataset2,ncrna
799,hsa-mir-1246,hsa-mir-1246,dataset2,ncrna
800,hsa-mir-1247,hsa-mir-1247,dataset2,ncrna
801,hsa-miR-1247-3p,hsa-mir-1247-3p,dataset2,ncrna
802,hsa-miR-1247-5p,hsa-mir-1247-5p,dataset2,ncrna
803,hsa-miR-1248,hsa-mir-1248,dataset2,ncrna
804,hsa-miR-1249-3p,hsa-mir-1249-3p,dataset2,ncrna
805,hsa-miR-1250-5p,hsa-mir-1250-5p,dataset2,ncrna
806,hsa-mir-1252,hsa-mir-1252,dataset2,ncrna
807,hsa-miR-1252-5p,hsa-mir-1252-5p,dataset2,ncrna
808,hsa-miR-1253,hsa-mir-1253,dataset2,ncrna
809,hsa-miR-1254,hsa-mir-1254,dataset2,ncrna
810,hsa-miR-1255a,hsa-mir-1255a,dataset2,ncrna
811,hsa-mir-1255b-2,hsa-mir-1255b-2,dataset2,ncrna
812,hsa-miR-1255b-5p,hsa-mir-1255b-5p,dataset2,ncrna
813,hsa-miR-1256,hsa-mir-1256,dataset2,ncrna
814,hsa-miR-1257,hsa-mir-1257,dataset2,ncrna
815,hsa-miR-1258,hsa-mir-1258,dataset2,ncrna
816,hsa-miR-125a-3p,hsa-mir-125a-3p,dataset2,ncrna
817,hsa-miR-125a-5p,hsa-mir-125a-5p,dataset2,ncrna
818,hsa-mir-125b-1,hsa-mir-125b-1,dataset2,ncrna
819,hsa-miR-125b-1-3p,hsa-mir-125b-1-3p,dataset2,ncrna
820,hsa-mir-125b-2,hsa-mir-125b-2,dataset2,ncrna
821,hsa-miR-125b-2-3p,hsa-mir-125b-2-3p,dataset2,ncrna
822,hsa-miR-125b-5p,hsa-mir-125b-5p,dataset2,ncrna
823,hsa-miR-126-3p,hsa-mir-126-3p,dataset2,ncrna
824,hsa-miR-126-5p,hsa-mir-126-5p,dataset2,ncrna
825,hsa-mir-1260a,hsa-mir-1260a,dataset2,ncrna
826,hsa-miR-1260b,hsa-mir-1260b,dataset2,ncrna
827,hsa-miR-1261,hsa-mir-1261,dataset2,ncrna
828,hsa-miR-1262,hsa-mir-1262,dataset2,ncrna
829,hsa-miR-1264,hsa-mir-1264,dataset2,ncrna
830,hsa-miR-1265,hsa-mir-1265,dataset2,ncrna
831,hsa-mir-1266,hsa-mir-1266,dataset2,ncrna
832,hsa-miR-1266-5p,hsa-mir-1266-5p,dataset2,ncrna
833,hsa-miR-1267,hsa-mir-1267,dataset2,ncrna
834,hsa-miR-1268a,hsa-mir-1268a,dataset2,ncrna
835,hsa-miR-1268b,hsa-mir-1268b,dataset2,ncrna
836,hsa-miR-1269a,hsa-mir-1269a,dataset2,ncrna
837,hsa-miR-1269b,hsa-mir-1269b,dataset2,ncrna
838,hsa-miR-127-3p,hsa-mir-127-3p,dataset2,ncrna
839,hsa-miR-1270,hsa-mir-1270,dataset2,ncrna
840,hsa-mir-1271,hsa-mir-1271,dataset2,ncrna
841,hsa-miR-1271-3p,hsa-mir-1271-3p,dataset2,ncrna
842,hsa-miR-1271-5p,hsa-mir-1271-5p,dataset2,ncrna
843,hsa-miR-1272,hsa-mir-1272,dataset2,ncrna
844,hsa-miR-1273c,hsa-mir-1273c,dataset2,ncrna
845,hsa-miR-1273g-3p,hsa-mir-1273g-3p,dataset2,ncrna
846,hsa-miR-1273g-5p,hsa-mir-1273g-5p,dataset2,ncrna
847,hsa-miR-1273h-5p,hsa-mir-1273h-5p,dataset2,ncrna
848,hsa-miR-1275,hsa-mir-1275,dataset2,ncrna
849,hsa-miR-1276,hsa-mir-1276,dataset2,ncrna
850,hsa-miR-1277-3p,hsa-mir-1277-3p,dataset2,ncrna
851,hsa-miR-1278,hsa-mir-1278,dataset2,ncrna
852,hsa-miR-1279,hsa-mir-1279,dataset2,ncrna
853,hsa-mir-128-2,hsa-mir-128-2,dataset2,ncrna
854,hsa-miR-128-3p,hsa-mir-128-3p,dataset2,ncrna
855,hsa-mir-1281,hsa-mir-1281,dataset2,ncrna
856,hsa-miR-1283,hsa-mir-1283,dataset2,ncrna
857,hsa-mir-1283-2,hsa-mir-1283-2,dataset2,ncrna
858,hsa-mir-1284,hsa-mir-1284,dataset2,ncrna
859,hsa-mir-1285-1,hsa-mir-1285-1,dataset2,ncrna
860,hsa-miR-1285-3p,hsa-mir-1285-3p,dataset2,ncrna
861,hsa-miR-1285-5p,hsa-mir-1285-5p,dataset2,ncrna
862,hsa-miR-1287-5p,hsa-mir-1287-5p,dataset2,ncrna
863,hsa-miR-1288-3p,hsa-mir-1288-3p,dataset2,ncrna
864,hsa-miR-1289,hsa-mir-1289,dataset2,ncrna
865,hsa-mir-129-1,hsa-mir-129-1,dataset2,ncrna
866,hsa-miR-129-1-3p,hsa-mir-129-1-3p,dataset2,ncrna
867,hsa-mir-129-2,hsa-mir-129-2,dataset2,ncrna
868,hsa-miR-129-2-3p,hsa-mir-129-2-3p,dataset2,ncrna
869,hsa-miR-129-5p,hsa-mir-129-5p,dataset2,ncrna
870,hsa-miR-1290,hsa-mir-1290,dataset2,ncrna
871,hsa-miR-1291,hsa-mir-1291,dataset2,ncrna
872,hsa-mir-1292,hsa-mir-1292,dataset2,ncrna
873,hsa-miR-1292-5p,hsa-mir-1292-5p,dataset2,ncrna
874,hsa-mir-1293,hsa-mir-1293,dataset2,ncrna
875,hsa-miR-1294,hsa-mir-1294,dataset2,ncrna
876,hsa-mir-1295a,hsa-mir-1295a,dataset2,ncrna
877,hsa-miR-1295b-5p,hsa-mir-1295b-5p,dataset2,ncrna
878,hsa-mir-1296,hsa-mir-1296,dataset2,ncrna
879,hsa-miR-1296-5p,hsa-mir-1296-5p,dataset2,ncrna
880,hsa-miR-1297,hsa-mir-1297,dataset2,ncrna
881,hsa-miR-1298-5p,hsa-mir-1298-5p,dataset2,ncrna
882,hsa-miR-1299,hsa-mir-1299,dataset2,ncrna
883,hsa-mir-1301,hsa-mir-1301,dataset2,ncrna
884,hsa-miR-1301-3p,hsa-mir-1301-3p,dataset2,ncrna
885,hsa-miR-1302,hsa-mir-1302,dataset2,ncrna
886,hsa-miR-1303,hsa-mir-1303,dataset2,ncrna
887,hsa-miR-1304-3p,hsa-mir-1304-3p,dataset2,ncrna
888,hsa-miR-1304-5p,hsa-mir-1304-5p,dataset2,ncrna
889,hsa-mir-1305,hsa-mir-1305,dataset2,ncrna
890,hsa-miR-1306-3p,hsa-mir-1306-3p,dataset2,ncrna
891,hsa-mir-1307,hsa-mir-1307,dataset2,ncrna
892,hsa-miR-1307-3p,hsa-mir-1307-3p,dataset2,ncrna
893,hsa-miR-1307-5p,hsa-mir-1307-5p,dataset2,ncrna
894,hsa-miR-130a-3p,hsa-mir-130a-3p,dataset2,ncrna
895,hsa-miR-130a-5p,hsa-mir-130a-5p,dataset2,ncrna
896,hsa-mir-130b,hsa-mir-130b,dataset2,ncrna
897,hsa-miR-130b-3p,hsa-mir-130b-3p,dataset2,ncrna
898,hsa-miR-130b-5p,hsa-mir-130b-5p,dataset2,ncrna
899,hsa-mir-132,hsa-mir-132,dataset2,ncrna
900,hsa-miR-132-3p,hsa-mir-132-3p,dataset2,ncrna
901,hsa-miR-132-5p,hsa-mir-132-5p,dataset2,ncrna
902,hsa-miR-1321,hsa-mir-1321,dataset2,ncrna
903,hsa-miR-1323,hsa-mir-1323,dataset2,ncrna
904,hsa-miR-133a-3p,hsa-mir-133a-3p,dataset2,ncrna
905,hsa-miR-133a-5p,hsa-mir-133a-5p,dataset2,ncrna
906,hsa-mir-133b,hsa-mir-133b,dataset2,ncrna
907,hsa-mir-134,hsa-mir-134,dataset2,ncrna
908,hsa-miR-134-5p,hsa-mir-134-5p,dataset2,ncrna
909,hsa-miR-1343-3p,hsa-mir-1343-3p,dataset2,ncrna
910,hsa-miR-1343-5p,hsa-mir-1343-5p,dataset2,ncrna
911,hsa-miR-135a-3p,hsa-mir-135a-3p,dataset2,ncrna
912,hsa-miR-135a-5p,hsa-mir-135a-5p,dataset2,ncrna
913,hsa-miR-135b-3p,hsa-mir-135b-3p,dataset2,ncrna
914,hsa-miR-135b-5p,hsa-mir-135b-5p,dataset2,ncrna
915,hsa-miR-136-3p,hsa-mir-136-3p,dataset2,ncrna
916,hsa-miR-136-5p,hsa-mir-136-5p,dataset2,ncrna
917,hsa-mir-137,hsa-mir-137,dataset2,ncrna
918,hsa-miR-137-3p,hsa-mir-137-3p,dataset2,ncrna
919,hsa-mir-138-1,hsa-mir-138-1,dataset2,ncrna
920,hsa-miR-138-1-3p,hsa-mir-138-1-3p,dataset2,ncrna
921,hsa-mir-138-2,hsa-mir-138-2,dataset2,ncrna
922,hsa-miR-138-2-3p,hsa-mir-138-2-3p,dataset2,ncrna
923,hsa-miR-138-5p,hsa-mir-138-5p,dataset2,ncrna
924,hsa-mir-139,hsa-mir-139,dataset2,ncrna
925,hsa-miR-139-3p,hsa-mir-139-3p,dataset2,ncrna
926,hsa-miR-139-5p,hsa-mir-139-5p,dataset2,ncrna
927,hsa-mir-140,hsa-mir-140,dataset2,ncrna
928,hsa-miR-140-3p,hsa-mir-140-3p,dataset2,ncrna
929,hsa-miR-140-5p,hsa-mir-140-5p,dataset2,ncrna
930,hsa-miR-141-3p,hsa-mir-141-3p,dataset2,ncrna
931,hsa-miR-141-5p,hsa-mir-141-5p,dataset2,ncrna
932,hsa-mir-142,hsa-mir-142,dataset2,ncrna
933,hsa-miR-142-3p,hsa-mir-142-3p,dataset2,ncrna
934,hsa-miR-142-5p,hsa-mir-142-5p,dataset2,ncrna
935,hsa-miR-143-3p,hsa-mir-143-3p,dataset2,ncrna
936,hsa-miR-143-5p,hsa-mir-143-5p,dataset2,ncrna
937,hsa-miR-144-3p,hsa-mir-144-3p,dataset2,ncrna
938,hsa-miR-144-5p,hsa-mir-144-5p,dataset2,ncrna
939,hsa-miR-145-3p,hsa-mir-145-3p,dataset2,ncrna
940,hsa-miR-145-5p,hsa-mir-145-5p,dataset2,ncrna
941,hsa-mir-1468,hsa-mir-1468,dataset2,ncrna
942,hsa-miR-1468-3p,hsa-mir-1468-3p,dataset2,ncrna
943,hsa-miR-1468-5p,hsa-mir-1468-5p,dataset2,ncrna
944,hsa-mir-1469,hsa-mir-1469,dataset2,ncrna
945,hsa-mir-146a,hsa-mir-146a,dataset2,ncrna
946,hsa-miR-146a-3p,hsa-mir-146a-3p,dataset2,ncrna
947,hsa-miR-146a-5p,hsa-mir-146a-5p,dataset2,ncrna
948,hsa-miR-146b-5p,hsa-mir-146b-5p,dataset2,ncrna
949,hsa-miR-1470,hsa-mir-1470,dataset2,ncrna
950,hsa-mir-147a,hsa-mir-147a,dataset2,ncrna
951,hsa-miR-147b-3p,hsa-mir-147b-3p,dataset2,ncrna
952,hsa-mir-148a,hsa-mir-148a,dataset2,ncrna
953,hsa-miR-148a-3p,hsa-mir-148a-3p,dataset2,ncrna
954,hsa-miR-148a-5p,hsa-mir-148a-5p,dataset2,ncrna
955,hsa-miR-148b-3p,hsa-mir-148b-3p,dataset2,ncrna
956,hsa-miR-148b-5p,hsa-mir-148b-5p,dataset2,ncrna
957,hsa-mir-149,hsa-mir-149,dataset2,ncrna
958,hsa-miR-149-3p,hsa-mir-149-3p,dataset2,ncrna
959,hsa-miR-149-5p,hsa-mir-149-5p,dataset2,ncrna
960,hsa-miR-150-3p,hsa-mir-150-3p,dataset2,ncrna
