id,name,canonical_name,source_datasets,type
1356,hsa_circ_0006392,hsa circ 0006392,dataset2,ncrna
1357,hsa_circ_0006520,hsa circ 0006520,dataset2,ncrna
1358,hsa_circ_0006545,hsa circ 0006545,dataset2,ncrna
1359,hsa_circ_0006552,hsa circ 0006552,dataset2,ncrna
1360,hsa_circ_0006564,hsa circ 0006564,dataset2,ncrna
1361,hsa_circ_0006584,hsa circ 0006584,dataset2,ncrna
1362,hsa_circ_0006602,hsa circ 0006602,dataset2,ncrna
1363,hsa_circ_0006614,hsa circ 0006614,dataset2,ncrna
1364,hsa_circ_0006629,hsa circ 0006629,dataset2,ncrna
1365,hsa_circ_0006633,hsa circ 0006633,dataset2,ncrna
1366,hsa_circ_0006653,hsa circ 0006653,dataset2,ncrna
1367,hsa_circ_0006656,hsa circ 0006656,dataset2,ncrna
1368,hsa_circ_0006674,hsa circ 0006674,dataset2,ncrna
1369,hsa_circ_0006677,hsa circ 0006677,dataset2,ncrna
1370,hsa_circ_0006738,hsa circ 0006738,dataset2,ncrna
1371,hsa_circ_0006801,hsa circ 0006801,dataset2,ncrna
1372,hsa_circ_0006826,hsa circ 0006826,dataset2,ncrna
1373,hsa_circ_0006837,hsa circ 0006837,dataset2,ncrna
1374,hsa_circ_0006855,hsa circ 0006855,dataset2,ncrna
1375,hsa_circ_0006856,hsa circ 0006856,dataset2,ncrna
1376,hsa_circ_0006936,hsa circ 0006936,dataset2,ncrna
1377,hsa_circ_0006973,hsa circ 0006973,dataset2,ncrna
1378,hsa_circ_0007024,hsa circ 0007024,dataset2,ncrna
1379,hsa_circ_0007042,hsa circ 0007042,dataset2,ncrna
1380,hsa_circ_0007070,hsa circ 0007070,dataset2,ncrna
1381,hsa_circ_0007085,hsa circ 0007085,dataset2,ncrna
1382,hsa_circ_0007107,hsa circ 0007107,dataset2,ncrna
1383,hsa_circ_0007217,hsa circ 0007217,dataset2,ncrna
1384,hsa_circ_0007260,hsa circ 0007260,dataset2,ncrna
1385,hsa_circ_0007308,hsa circ 0007308,dataset2,ncrna
1386,hsa_circ_0007311,hsa circ 0007311,dataset2,ncrna
1387,hsa_circ_0007328,hsa circ 0007328,dataset2,ncrna
1388,hsa_circ_0007330,hsa circ 0007330,dataset2,ncrna
1389,hsa_circ_0007358,hsa circ 0007358,dataset2,ncrna
1390,hsa_circ_0007363,hsa circ 0007363,dataset2,ncrna
1391,hsa_circ_0007364,hsa circ 0007364,dataset2,ncrna
1392,hsa_circ_0007371,hsa circ 0007371,dataset2,ncrna
1393,hsa_circ_0007377,hsa circ 0007377,dataset2,ncrna
1394,hsa_circ_0007437,hsa circ 0007437,dataset2,ncrna
1395,hsa_circ_0007439,hsa circ 0007439,dataset2,ncrna
1396,hsa_circ_0007444,hsa circ 0007444,dataset2,ncrna
1397,hsa_circ_0007528,hsa circ 0007528,dataset2,ncrna
1398,hsa_circ_0007537,hsa circ 0007537,dataset2,ncrna
1399,HSD3BP4,hsd3bp4,dataset2,ncrna
1400,HTR5A-AS1,htr5a-as1,dataset2,ncrna
1401,IDI2-AS1,idi2-as1,dataset2,ncrna
1402,IER3-AS1,ier3-as1,dataset2,ncrna
1403,IGF2-AS,igf2-as,dataset2,ncrna
1404,PCAT6,pcat6,dataset2,ncrna
1405,PCBP1-AS1,pcbp1-as1,dataset2,ncrna
1406,PCBP2-OT1,pcbp2-ot1,dataset2,ncrna
1407,PCED1B-AS1,pced1b-as1,dataset2,ncrna
1408,PCOLCE-AS1,pcolce-as1,dataset2,ncrna
1409,PDZRN3-AS1,pdzrn3-as1,dataset2,ncrna
1410,PGM5-AS1,pgm5-as1,dataset2,ncrna
1411,PITPNA-AS1,pitpna-as1,dataset2,ncrna
1412,POU6F2-AS2,pou6f2-as2,dataset2,ncrna
1413,PRKAG2-AS1,prkag2-as1,dataset2,ncrna
1414,PRKAR1B-AS2,prkar1b-as2,dataset2,ncrna
1415,PRKCQ-AS1,prkcq-as1,dataset2,ncrna
1416,PRR34-AS1,prr34-as1,dataset2,ncrna
1417,PRRT3-AS1,prrt3-as1,dataset2,ncrna
1418,PSMB8-AS1,psmb8-as1,dataset2,ncrna
1419,PSMG3-AS1,psmg3-as1,dataset2,ncrna
1420,PTOV1-AS1,ptov1-as1,dataset2,ncrna
1421,PWAR5,pwar5,dataset2,ncrna
1422,PWRN1,pwrn1,dataset2,ncrna
1423,PXN-AS1,pxn-as1,dataset2,ncrna
1424,RAMP2-AS1,ramp2-as1,dataset2,ncrna
1425,RARA-AS1,rara-as1,dataset2,ncrna
1426,RASGRF2-AS1,rasgrf2-as1,dataset2,ncrna
1427,RASSF8-AS1,rassf8-as1,dataset2,ncrna
1428,RBM26-AS1,rbm26-as1,dataset2,ncrna
1429,RGMB-AS1,rgmb-as1,dataset2,ncrna
1430,RHPN1-AS1,rhpn1-as1,dataset2,ncrna
1431,RMST,rmst,dataset2,ncrna
1432,SCOC-AS1,scoc-as1,dataset2,ncrna
1433,SEMA3B-AS1,sema3b-as1,dataset2,ncrna
1434,SENP3-EIF4A1,senp3-eif4a1,dataset2,ncrna
1435,SERTAD4-AS1,sertad4-as1,dataset2,ncrna
1436,SLC16A1-AS1,slc16a1-as1,dataset2,ncrna
1437,SLC7A11-AS1,slc7a11-as1,dataset2,ncrna
1438,SLCO4A1-AS1,slco4a1-as1,dataset2,ncrna
1439,SNAI3-AS1,snai3-as1,dataset2,ncrna
1440,SNHG1,snhg1,dataset2,ncrna
1441,SNHG3,snhg3,dataset2,ncrna
1442,SNHG4,snhg4,dataset2,ncrna
1443,SNHG6,snhg6,dataset2,ncrna
1444,SNHG7,snhg7,dataset2,ncrna
1445,SNHG8,snhg8,dataset2,ncrna
1446,SNHG9,snhg9,dataset2,ncrna
1447,SORCS3-AS1,sorcs3-as1,dataset2,ncrna
1448,SOX2-OT,sox2ot,dataset2,ncrna
1449,SPATA3-AS1,spata3-as1,dataset2,ncrna
1450,SSTR5-AS1,sstr5-as1,dataset2,ncrna
1451,ST8SIA6-AS1,st8sia6-as1,dataset2,ncrna
1452,STARD4-AS1,stard4-as1,dataset2,ncrna
1453,STK24-AS1,stk24-as1,dataset2,ncrna
1454,STPG3-AS1,stpg3-as1,dataset2,ncrna
1455,STT3A-AS1,stt3a-as1,dataset2,ncrna
1456,SVIL-AS1,svil-as1,dataset2,ncrna
1457,TAF1A-AS1,taf1a-as1,dataset2,ncrna
1458,TDRG1,tdrg1,dataset2,ncrna
1459,TDRKH-AS1,tdrkh-as1,dataset2,ncrna
1460,TEN1-CDK3,ten1-cdk3,dataset2,ncrna
1461,TEX26-AS1,tex26-as1,dataset2,ncrna
1462,THAP9-AS1,thap9-as1,dataset2,ncrna
1463,THRIL,thril,dataset2,ncrna
1464,TLR8-AS1,tlr8-as1,dataset2,ncrna
1465,TMC3-AS1,tmc3-as1,dataset2,ncrna
1466,TMEM147-AS1,tmem147-as1,dataset2,ncrna
1467,TMEM161B-AS1,tmem161b-as1,dataset2,ncrna
1468,TMEM92-AS1,tmem92-as1,dataset2,ncrna
1469,TMLHE-AS1,tmlhe-as1,dataset2,ncrna
1470,TMPO-AS1,tmpo-as1,dataset2,ncrna
1471,TOB1-AS1,tob1-as1,dataset2,ncrna
1472,TPRG1-AS1,tprg1-as1,dataset2,ncrna
1473,TPT1-AS1,tpt1-as1,dataset2,ncrna
1474,TRAM2-AS1,tram2-as1,dataset2,ncrna
1475,TRERNA1,trerna1,dataset2,ncrna
1476,TRHDE-AS1,trhde-as1,dataset2,ncrna
1477,TTC28-AS1,ttc28-as1,dataset2,ncrna
1478,TTN-AS1,ttn-as1,dataset2,ncrna
1479,TTTY15,ttty15,dataset2,ncrna
1480,TTTY9B,ttty9b,dataset2,ncrna
1481,TUSC8,tusc8,dataset2,ncrna
1482,VCAN-AS1,vcan-as1,dataset2,ncrna
1483,VPS9D1-AS1,vps9d1-as1,dataset2,ncrna
1484,WDFY3-AS2,wdfy3-as2,dataset2,ncrna
1485,WT1-AS,wt1-as,dataset2,ncrna
1486,XACT,xact,dataset2,ncrna
1487,XXYLT1-AS2,xxylt1-as2,dataset2,ncrna
1488,ZFHX4-AS1,zfhx4-as1,dataset2,ncrna
1489,ZNF385D-AS2,znf385d-as2,dataset2,ncrna
1490,ZNF503-AS1,znf503-as1,dataset2,ncrna
1491,ZNF503-AS2,znf503-as2,dataset2,ncrna
1492,ZXF1,zxf1,dataset2,ncrna
